ALTERNATIVE_ID,COURSE_ID,EVENT,EVENT_DATE
STUDENT27,MNG_333N_222_08F,content.new,9/2/2010 17:42
STUDENT20,MNG_333N_222_08F,pres.begin,9/2/2010 17:50
STUDENT20,MNG_333N_222_08F,pres.begin,9/2/2010 17:54
STUDENT20,MNG_333N_222_08F,content.new,9/2/2010 17:57
STUDENT20,MNG_333N_222_08F,content.new,9/2/2010 17:59
STUDENT20,MNG_333N_222_08F,content.available,9/2/2010 17:59
STUDENT8,MNG_333N_222_08F,pres.begin,9/6/2010 16:25
STUDENT8,MNG_333N_222_08F,pres.begin,9/6/2010 16:32
STUDENT8,MNG_333N_222_08F,pres.end,9/6/2010 16:38
STUDENT8,MNG_333N_222_08F,pres.begin,9/6/2010 16:44
STUDENT8,MNG_333N_222_08F,pres.begin,9/6/2010 16:44
STUDENT8,MNG_333N_222_08F,pres.end,9/6/2010 16:45
STUDENT8,MNG_333N_222_08F,pres.begin,9/6/2010 16:45
STUDENT8,MNG_333N_222_08F,pres.end,9/6/2010 16:54
STUDENT8,MNG_333N_222_08F,pres.begin,9/6/2010 16:54
STUDENT8,MNG_333N_222_08F,content.read,9/6/2010 16:54
STUDENT8,MNG_333N_222_08F,content.read,9/6/2010 16:55
STUDENT26,MNG_333N_222_08F,pres.begin,9/6/2010 16:58
STUDENT8,MNG_333N_222_08F,pres.end,9/6/2010 17:01
STUDENT26,MNG_333N_222_08F,pres.end,9/6/2010 17:04
STUDENT26,MNG_333N_222_08F,pres.begin,9/6/2010 17:04
STUDENT26,MNG_333N_222_08F,content.new,9/6/2010 17:04
STUDENT26,MNG_333N_222_08F,content.new,9/6/2010 17:04
STUDENT26,MNG_333N_222_08F,content.available,9/6/2010 17:04
STUDENT26,MNG_333N_222_08F,asn.submit.submission,9/6/2010 17:04
STUDENT26,MNG_333N_222_08F,pres.end,9/6/2010 17:06
STUDENT26,MNG_333N_222_08F,pres.begin,9/6/2010 17:06
STUDENT29,MNG_333N_222_08F,pres.end,9/7/2010 14:11
STUDENT5,MNG_333N_222_08F,pres.end,9/7/2010 22:30
STUDENT25,MNG_333N_222_08F,pres.begin,9/7/2010 22:35
STUDENT25,MNG_333N_222_08F,pres.end,9/7/2010 22:36
STUDENT9,MNG_333N_222_08F,pres.begin,9/7/2010 22:39
STUDENT19,MNG_333N_222_08F,pres.begin,9/7/2010 22:50
STUDENT19,MNG_333N_222_08F,content.new,9/7/2010 22:50
STUDENT27,MNG_333N_222_08F,pres.end,9/2/2010 18:43
STUDENT1,MNG_333N_222_08F,pres.end,9/2/2010 18:44
STUDENT1,MNG_333N_222_08F,pres.begin,9/2/2010 18:46
STUDENT1,MNG_333N_222_08F,pres.end,9/2/2010 18:47
STUDENT13,MNG_333N_222_08F,pres.end,9/2/2010 18:48
STUDENT20,MNG_333N_222_08F,pres.end,9/2/2010 19:27
STUDENT25,MNG_333N_222_08F,pres.end,9/3/2010 10:46
STUDENT1,MNG_333N_222_08F,pres.begin,9/3/2010 10:46
STUDENT1,MNG_333N_222_08F,content.new,9/3/2010 10:58
STUDENT1,MNG_333N_222_08F,content.available,9/3/2010 10:58
STUDENT1,MNG_333N_222_08F,pres.begin,9/3/2010 10:59
STUDENT18,MNG_333N_222_08F,pres.end,9/3/2010 11:13
STUDENT10,MNG_333N_222_08F,pres.begin,9/3/2010 11:29
STUDENT24,MNG_333N_222_08F,pres.end,9/3/2010 11:47
STUDENT1,MNG_333N_222_08F,pres.end,9/3/2010 12:00
STUDENT18,MNG_333N_222_08F,pres.begin,9/3/2010 12:02
STUDENT18,MNG_333N_222_08F,content.read,9/3/2010 12:03
STUDENT18,MNG_333N_222_08F,content.read,9/3/2010 12:03
STUDENT18,MNG_333N_222_08F,content.read,9/3/2010 12:05
STUDENT18,MNG_333N_222_08F,pres.begin,9/4/2010 13:42
STUDENT18,MNG_333N_222_08F,pres.end,9/4/2010 13:43
STUDENT9,MNG_333N_222_08F,pres.begin,9/6/2010 11:31
STUDENT9,MNG_333N_222_08F,content.read,9/6/2010 11:31
STUDENT9,MNG_333N_222_08F,content.delete,9/6/2010 11:33
STUDENT9,MNG_333N_222_08F,content.new,9/6/2010 11:33
STUDENT9,MNG_333N_222_08F,content.available,9/6/2010 11:33
STUDENT9,MNG_333N_222_08F,content.read,9/6/2010 11:38
STUDENT9,MNG_333N_222_08F,pres.end,9/6/2010 11:39
STUDENT9,MNG_333N_222_08F,pres.begin,9/6/2010 11:40
STUDENT9,MNG_333N_222_08F,pres.end,9/6/2010 11:46
STUDENT19,MNG_333N_222_08F,pres.begin,9/6/2010 21:44
STUDENT19,MNG_333N_222_08F,content.new,9/6/2010 21:45
STUDENT19,MNG_333N_222_08F,content.available,9/6/2010 21:45
STUDENT19,MNG_333N_222_08F,pres.end,9/6/2010 21:45
STUDENT14,MNG_333N_222_08F,pres.begin,9/7/2010 12:51
STUDENT14,MNG_333N_222_08F,content.read,9/7/2010 12:52
STUDENT14,MNG_333N_222_08F,content.read,9/7/2010 12:53
STUDENT14,MNG_333N_222_08F,content.read,9/7/2010 12:53
STUDENT14,MNG_333N_222_08F,content.read,9/7/2010 12:53
STUDENT14,MNG_333N_222_08F,content.read,9/7/2010 12:54
STUDENT14,MNG_333N_222_08F,pres.end,9/7/2010 12:55
STUDENT14,MNG_333N_222_08F,content.read,9/7/2010 12:56
STUDENT10,MNG_333N_222_08F,pres.end,9/7/2010 12:57
STUDENT29,MNG_333N_222_08F,pres.begin,9/7/2010 13:10
STUDENT4,MNG_333N_222_08F,pres.begin,9/7/2010 13:15
STUDENT4,MNG_333N_222_08F,pres.end,9/7/2010 13:16
STUDENT17,MNG_333N_222_08F,pres.end,9/7/2010 13:20
STUDENT17,MNG_333N_222_08F,pres.begin,9/7/2010 13:42
STUDENT17,MNG_333N_222_08F,pres.end,9/7/2010 13:44
STUDENT27,MNG_333N_222_08F,pres.begin,9/7/2010 18:54
STUDENT27,MNG_333N_222_08F,content.new,9/7/2010 18:56
STUDENT27,MNG_333N_222_08F,content.available,9/7/2010 18:56
STUDENT27,MNG_333N_222_08F,pres.end,9/7/2010 19:57
STUDENT19,MNG_333N_222_08F,pres.begin,9/7/2010 20:12
STUDENT17,MNG_333N_222_08F,pres.begin,9/7/2010 20:23
STUDENT22,MNG_333N_222_08F,pres.end,9/8/2010 13:13
STUDENT7,MNG_333N_222_08F,pres.begin,9/8/2010 13:18
STUDENT15,MNG_333N_222_08F,pres.begin,9/8/2010 13:20
STUDENT15,MNG_333N_222_08F,pres.begin,9/8/2010 13:22
STUDENT3,MNG_333N_222_08F,pres.begin,9/8/2010 13:22
STUDENT15,MNG_333N_222_08F,pres.end,9/8/2010 13:22
